corporation,time_event_start_date,time_event_end_date,corporation_employment_tenure_job_title,corporation_employment_tenure_salary,person
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2013-03-07,2017-01-26,副行长,6011700,82f1c97f-553a-e5d8-9ffc-98a084f484be
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2013-02-07,2017-01-14,副行长,3874600,5425515f-5c79-8e8b-3523-6efd4c19f7d2
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2012-07-17,2013-11-02,副行长,699700,d3a1798d-5ce5-c585-813e-0ddbc5696d09
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2017-09-13, ,首席财务官, ,2eae7fbf-7532-6f30-e5ff-6cadae8eb2bb
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2017-05-13, ,副行长, ,57a83ca1-d2e2-5130-f8c6-f5e126bccb23
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2008-10-23,2009-08-21,首席资金执行官, ,57a83ca1-d2e2-5130-f8c6-f5e126bccb23
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2016-08-11, ,副行长, ,d51a7088-88b5-757a-84cd-63ce37cc1ccb
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2011-08-17, ,副行长,3141000,a501cdf5-44b8-e487-2bea-f9ff39c02925
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2016-12-10, ,行长,5208100,f38b83c4-fefc-6b21-e808-3fed10a10afb
20eb81d3-58ea-eb17-23ed-d0916a83b0d4,2006-03-30,2016-10-20,副行长,5208100,f38b83c4-fefc-6b21-e808-3fed10a10afb
